pk_cid,cluster,cluster_name
1030430,1,Universitarios Estándar
1030431,2,Inactivos Totales
1030432,2,Inactivos Totales
1030433,5,Jóvenes Activos Básicos
1030434,2,Inactivos Totales
1030435,6,Alto Potencial Virgen
1030436,2,Inactivos Totales
1030437,5,Jóvenes Activos Básicos
1030438,2,Inactivos Totales
1030439,2,Inactivos Totales
1030440,2,Inactivos Totales
1030441,5,Jóvenes Activos Básicos
1030442,2,Inactivos Totales
1030443,2,Inactivos Totales
1030444,2,Inactivos Totales
1030445,6,Alto Potencial Virgen
1030446,5,Jóvenes Activos Básicos
1030447,2,Inactivos Totales
1030448,5,Jóvenes Activos Básicos
1030449,2,Inactivos Totales
1030450,2,Inactivos Totales
1030451,5,Jóvenes Activos Básicos
1030452,2,Inactivos Totales
1030454,1,Universitarios Estándar
1030455,5,Jóvenes Activos Básicos
1030456,5,Jóvenes Activos Básicos
1030457,2,Inactivos Totales
1030458,2,Inactivos Totales
1030459,5,Jóvenes Activos Básicos
1030460,1,Universitarios Estándar
1030461,2,Inactivos Totales
1030462,2,Inactivos Totales
1030463,2,Inactivos Totales
1030464,5,Jóvenes Activos Básicos
1030465,2,Inactivos Totales
1030466,2,Inactivos Totales
1030467,5,Jóvenes Activos Básicos
1030468,2,Inactivos Totales
1030469,5,Jóvenes Activos Básicos
1030470,2,Inactivos Totales
1030471,1,Universitarios Estándar
1030472,5,Jóvenes Activos Básicos
1030473,1,Universitarios Estándar
1030474,8,Emergentes Premium
1030475,2,Inactivos Totales
1030476,5,Jóvenes Activos Básicos
1030477,6,Alto Potencial Virgen
1030479,5,Jóvenes Activos Básicos
1030480,2,Inactivos Totales
1030481,2,Inactivos Totales
1030482,5,Jóvenes Activos Básicos
1030483,1,Universitarios Estándar
1030484,6,Alto Potencial Virgen
1030485,5,Jóvenes Activos Básicos
1030486,2,Inactivos Totales
1030487,2,Inactivos Totales
1030488,2,Inactivos Totales
1030489,2,Inactivos Totales
1030490,2,Inactivos Totales
1030491,1,Universitarios Estándar
1030492,5,Jóvenes Activos Básicos
1030493,2,Inactivos Totales
1030494,2,Inactivos Totales
1030495,5,Jóvenes Activos Básicos
1030496,8,Emergentes Premium
1030497,2,Inactivos Totales
1030498,2,Inactivos Totales
1030500,1,Universitarios Estándar
1030501,5,Jóvenes Activos Básicos
1030502,2,Inactivos Totales
1030503,1,Universitarios Estándar
1030504,5,Jóvenes Activos Básicos
1030505,2,Inactivos Totales
1030506,8,Emergentes Premium
1030507,2,Inactivos Totales
1030508,5,Jóvenes Activos Básicos
1030509,2,Inactivos Totales
1030510,2,Inactivos Totales
1030511,3,Profesionales Dormidos
1030512,2,Inactivos Totales
1030513,2,Inactivos Totales
1030514,5,Jóvenes Activos Básicos
1030515,2,Inactivos Totales
1030516,2,Inactivos Totales
1030517,2,Inactivos Totales
1030518,1,Universitarios Estándar
1030519,2,Inactivos Totales
1030520,5,Jóvenes Activos Básicos
1030521,2,Inactivos Totales
1030522,8,Emergentes Premium
1030523,2,Inactivos Totales
1030524,2,Inactivos Totales
1030525,2,Inactivos Totales
1030526,5,Jóvenes Activos Básicos
1030527,1,Universitarios Estándar
1030528,3,Profesionales Dormidos
1030529,2,Inactivos Totales
1030530,2,Inactivos Totales
1030531,5,Jóvenes Activos Básicos
1030532,2,Inactivos Totales
1030533,2,Inactivos Totales
1030534,6,Alto Potencial Virgen
1030535,2,Inactivos Totales
1030536,5,Jóvenes Activos Básicos
1030537,2,Inactivos Totales
1030538,8,Emergentes Premium
1030539,2,Inactivos Totales
1030540,5,Jóvenes Activos Básicos
1030541,2,Inactivos Totales
1030542,2,Inactivos Totales
1030543,2,Inactivos Totales
1030544,1,Universitarios Estándar
1030545,1,Universitarios Estándar
1030546,2,Inactivos Totales
1030547,2,Inactivos Totales
1030548,2,Inactivos Totales
1030549,2,Inactivos Totales
1030551,5,Jóvenes Activos Básicos
1030552,1,Universitarios Estándar
1030553,8,Emergentes Premium
1030554,1,Universitarios Estándar
1030555,1,Universitarios Estándar
1030556,2,Inactivos Totales
1030557,5,Jóvenes Activos Básicos
1030559,2,Inactivos Totales
1030560,6,Alto Potencial Virgen
1030561,2,Inactivos Totales
1030562,2,Inactivos Totales
1030563,2,Inactivos Totales
1030564,1,Universitarios Estándar
1030565,1,Universitarios Estándar
1030566,2,Inactivos Totales
1030567,2,Inactivos Totales
1030568,2,Inactivos Totales
1030569,8,Emergentes Premium
1030570,2,Inactivos Totales
1030571,8,Emergentes Premium
1030573,2,Inactivos Totales
1030574,8,Emergentes Premium
1030575,2,Inactivos Totales
1030576,5,Jóvenes Activos Básicos
1030577,2,Inactivos Totales
1030578,1,Universitarios Estándar
1030579,1,Universitarios Estándar
1030580,2,Inactivos Totales
1030581,5,Jóvenes Activos Básicos
1030584,6,Alto Potencial Virgen
1030585,2,Inactivos Totales
1030586,2,Inactivos Totales
1030587,2,Inactivos Totales
1030588,5,Jóvenes Activos Básicos
1030589,2,Inactivos Totales
1030590,2,Inactivos Totales
1030591,2,Inactivos Totales
1030592,5,Jóvenes Activos Básicos
1030593,6,Alto Potencial Virgen
1030595,2,Inactivos Totales
1030596,5,Jóvenes Activos Básicos
1030598,2,Inactivos Totales
1030599,2,Inactivos Totales
1030600,2,Inactivos Totales
1030601,5,Jóvenes Activos Básicos
1030602,2,Inactivos Totales
1030603,2,Inactivos Totales
1030604,2,Inactivos Totales
1030605,2,Inactivos Totales
1030606,5,Jóvenes Activos Básicos
1030607,2,Inactivos Totales
1030608,1,Universitarios Estándar
1030609,2,Inactivos Totales
1030610,8,Emergentes Premium
1030611,2,Inactivos Totales
1030612,5,Jóvenes Activos Básicos
1030614,2,Inactivos Totales
1030615,2,Inactivos Totales
1030616,6,Alto Potencial Virgen
1030617,2,Inactivos Totales
1030618,2,Inactivos Totales
1030619,2,Inactivos Totales
1030620,5,Jóvenes Activos Básicos
1030622,5,Jóvenes Activos Básicos
1030624,1,Universitarios Estándar
1030626,1,Universitarios Estándar
1030627,5,Jóvenes Activos Básicos
1030628,2,Inactivos Totales
1030629,2,Inactivos Totales
1030630,2,Inactivos Totales
1030631,2,Inactivos Totales
1030632,2,Inactivos Totales
1030633,5,Jóvenes Activos Básicos
1030634,2,Inactivos Totales
1030635,5,Jóvenes Activos Básicos
1030637,4,Alto Valor Principal
1030638,5,Jóvenes Activos Básicos
1030639,2,Inactivos Totales
1030640,6,Alto Potencial Virgen
1030641,8,Emergentes Premium
1030642,5,Jóvenes Activos Básicos
1030643,8,Emergentes Premium
1030644,2,Inactivos Totales
1030645,1,Universitarios Estándar
1030646,5,Jóvenes Activos Básicos
1030647,2,Inactivos Totales
1030648,5,Jóvenes Activos Básicos
1030649,2,Inactivos Totales
1030650,5,Jóvenes Activos Básicos
1030652,6,Alto Potencial Virgen
1030653,2,Inactivos Totales
1030654,2,Inactivos Totales
1030655,2,Inactivos Totales
1030656,2,Inactivos Totales
1030657,3,Profesionales Dormidos
1030658,2,Inactivos Totales
1030660,5,Jóvenes Activos Básicos
1030662,8,Emergentes Premium
1030663,6,Alto Potencial Virgen
1030664,2,Inactivos Totales
1030665,1,Universitarios Estándar
1030666,5,Jóvenes Activos Básicos
1030668,2,Inactivos Totales
1030669,2,Inactivos Totales
1030671,2,Inactivos Totales
1030672,5,Jóvenes Activos Básicos
1030673,5,Jóvenes Activos Básicos
1030674,2,Inactivos Totales
1030675,1,Universitarios Estándar
1030677,6,Alto Potencial Virgen
1030678,2,Inactivos Totales
1030679,3,Profesionales Dormidos
1030680,5,Jóvenes Activos Básicos
1030681,2,Inactivos Totales
1030682,8,Emergentes Premium
1030683,2,Inactivos Totales
1030684,5,Jóvenes Activos Básicos
1030685,1,Universitarios Estándar
1030686,5,Jóvenes Activos Básicos
1030687,1,Universitarios Estándar
1030688,7,Valor Medio-Alto
1030689,8,Emergentes Premium
1030690,6,Alto Potencial Virgen
1030691,2,Inactivos Totales
1030692,1,Universitarios Estándar
1030693,5,Jóvenes Activos Básicos
1030695,2,Inactivos Totales
1030696,6,Alto Potencial Virgen
1030697,2,Inactivos Totales
1030698,1,Universitarios Estándar
1030699,2,Inactivos Totales
1030700,2,Inactivos Totales
1030701,8,Emergentes Premium
1030703,8,Emergentes Premium
1030704,2,Inactivos Totales
1030705,1,Universitarios Estándar
1030706,5,Jóvenes Activos Básicos
1030707,5,Jóvenes Activos Básicos
1030708,2,Inactivos Totales
1030709,1,Universitarios Estándar
1030710,2,Inactivos Totales
1030711,2,Inactivos Totales
1030712,5,Jóvenes Activos Básicos
1030713,1,Universitarios Estándar
1030715,2,Inactivos Totales
1030716,1,Universitarios Estándar
1030717,5,Jóvenes Activos Básicos
1030718,5,Jóvenes Activos Básicos
1030719,3,Profesionales Dormidos
1030720,8,Emergentes Premium
1030722,8,Emergentes Premium
1030723,2,Inactivos Totales
1030724,2,Inactivos Totales
1030725,5,Jóvenes Activos Básicos
1030726,2,Inactivos Totales
1030727,6,Alto Potencial Virgen
1030728,4,Alto Valor Principal
1030729,6,Alto Potencial Virgen
1030730,2,Inactivos Totales
1030731,5,Jóvenes Activos Básicos
1030732,5,Jóvenes Activos Básicos
1030733,2,Inactivos Totales
1030734,2,Inactivos Totales
1030735,2,Inactivos Totales
1030736,5,Jóvenes Activos Básicos
1030737,8,Emergentes Premium
1030738,8,Emergentes Premium
1030740,6,Alto Potencial Virgen
1030741,1,Universitarios Estándar
1030743,8,Emergentes Premium
1030744,1,Universitarios Estándar
1030747,2,Inactivos Totales
1030748,8,Emergentes Premium
1030750,2,Inactivos Totales
1030751,2,Inactivos Totales
1030752,5,Jóvenes Activos Básicos
1030753,6,Alto Potencial Virgen
1030754,2,Inactivos Totales
1030755,5,Jóvenes Activos Básicos
1030756,2,Inactivos Totales
1030757,2,Inactivos Totales
1030758,7,Valor Medio-Alto
1030759,2,Inactivos Totales
1030760,1,Universitarios Estándar
1030762,2,Inactivos Totales
1030763,5,Jóvenes Activos Básicos
1030764,5,Jóvenes Activos Básicos
1030765,1,Universitarios Estándar
1030766,8,Emergentes Premium
1030767,2,Inactivos Totales
1030768,3,Profesionales Dormidos
1030769,5,Jóvenes Activos Básicos
1030771,1,Universitarios Estándar
1030772,5,Jóvenes Activos Básicos
1030773,1,Universitarios Estándar
1030774,5,Jóvenes Activos Básicos
1030775,6,Alto Potencial Virgen
1030776,2,Inactivos Totales
1030777,2,Inactivos Totales
1030778,1,Universitarios Estándar
1030780,6,Alto Potencial Virgen
1030781,5,Jóvenes Activos Básicos
1030782,8,Emergentes Premium
1030783,8,Emergentes Premium
1030784,5,Jóvenes Activos Básicos
1030785,2,Inactivos Totales
1030787,5,Jóvenes Activos Básicos
1030789,2,Inactivos Totales
1030790,2,Inactivos Totales
1030791,5,Jóvenes Activos Básicos
1030793,2,Inactivos Totales
1030795,6,Alto Potencial Virgen
1030796,6,Alto Potencial Virgen
1030798,1,Universitarios Estándar
1030799,2,Inactivos Totales
1030800,1,Universitarios Estándar
1030801,1,Universitarios Estándar
1030802,5,Jóvenes Activos Básicos
1030803,1,Universitarios Estándar
1030805,3,Profesionales Dormidos
1030806,8,Emergentes Premium
1030807,2,Inactivos Totales
1030808,8,Emergentes Premium
1030809,2,Inactivos Totales
1030810,8,Emergentes Premium
1030811,5,Jóvenes Activos Básicos
1030812,2,Inactivos Totales
1030815,2,Inactivos Totales
1030816,1,Universitarios Estándar
1030817,2,Inactivos Totales
1030818,2,Inactivos Totales
1030819,2,Inactivos Totales
1030820,2,Inactivos Totales
1030821,1,Universitarios Estándar
1030822,1,Universitarios Estándar
1030824,8,Emergentes Premium
1030825,1,Universitarios Estándar
1030826,6,Alto Potencial Virgen
1030827,8,Emergentes Premium
1030829,2,Inactivos Totales
1030830,1,Universitarios Estándar
1030831,2,Inactivos Totales
1030832,6,Alto Potencial Virgen
1030833,5,Jóvenes Activos Básicos
1030834,8,Emergentes Premium
1030837,2,Inactivos Totales
1030838,2,Inactivos Totales
1030839,1,Universitarios Estándar
1030840,2,Inactivos Totales
1030841,8,Emergentes Premium
1030842,2,Inactivos Totales
1030843,1,Universitarios Estándar
1030844,2,Inactivos Totales
1030845,2,Inactivos Totales
1030846,1,Universitarios Estándar
1030847,1,Universitarios Estándar
1030848,8,Emergentes Premium
1030849,8,Emergentes Premium
1030850,2,Inactivos Totales
1030851,8,Emergentes Premium
1030852,2,Inactivos Totales
1030853,2,Inactivos Totales
1030854,2,Inactivos Totales
1030855,2,Inactivos Totales
1030856,1,Universitarios Estándar
1030858,1,Universitarios Estándar
1030860,3,Profesionales Dormidos
1030861,2,Inactivos Totales
1030862,5,Jóvenes Activos Básicos
1030864,8,Emergentes Premium
1030866,2,Inactivos Totales
1030868,1,Universitarios Estándar
1030869,8,Emergentes Premium
1030870,2,Inactivos Totales
1030872,6,Alto Potencial Virgen
1030873,1,Universitarios Estándar
1030874,4,Alto Valor Principal
1030876,8,Emergentes Premium
1030877,3,Profesionales Dormidos
1030879,1,Universitarios Estándar
1030880,8,Emergentes Premium
1030881,2,Inactivos Totales
1030882,1,Universitarios Estándar
1030883,2,Inactivos Totales
1030884,1,Universitarios Estándar
1030885,2,Inactivos Totales
1030887,8,Emergentes Premium
1030888,5,Jóvenes Activos Básicos
1030889,5,Jóvenes Activos Básicos
1030890,1,Universitarios Estándar
1030892,1,Universitarios Estándar
1030894,5,Jóvenes Activos Básicos
1030895,8,Emergentes Premium
1030897,4,Alto Valor Principal
1030899,8,Emergentes Premium
1030900,2,Inactivos Totales
1030901,5,Jóvenes Activos Básicos
1030902,8,Emergentes Premium
1030903,1,Universitarios Estándar
1030905,2,Inactivos Totales
1030906,8,Emergentes Premium
1030908,2,Inactivos Totales
1030909,5,Jóvenes Activos Básicos
1030910,2,Inactivos Totales
1030912,2,Inactivos Totales
1030914,5,Jóvenes Activos Básicos
1030915,1,Universitarios Estándar
1030916,2,Inactivos Totales
1030917,2,Inactivos Totales
1030918,1,Universitarios Estándar
1030920,8,Emergentes Premium
1030922,2,Inactivos Totales
1030923,7,Valor Medio-Alto
1030924,2,Inactivos Totales
1030925,3,Profesionales Dormidos
1030926,5,Jóvenes Activos Básicos
1030927,2,Inactivos Totales
1030928,5,Jóvenes Activos Básicos
1030929,2,Inactivos Totales
1030930,2,Inactivos Totales
1030931,2,Inactivos Totales
1030933,2,Inactivos Totales
1030934,2,Inactivos Totales
1030935,8,Emergentes Premium
1030936,2,Inactivos Totales
1030937,8,Emergentes Premium
1030938,2,Inactivos Totales
1030939,8,Emergentes Premium
1030940,1,Universitarios Estándar
1030942,2,Inactivos Totales
1030943,2,Inactivos Totales
1030944,2,Inactivos Totales
1030945,1,Universitarios Estándar
1030946,2,Inactivos Totales
1030947,2,Inactivos Totales
1030948,2,Inactivos Totales
1030949,2,Inactivos Totales
1030950,1,Universitarios Estándar
1030951,8,Emergentes Premium
1030952,2,Inactivos Totales
1030953,2,Inactivos Totales
1030954,3,Profesionales Dormidos
1030955,8,Emergentes Premium
1030956,2,Inactivos Totales
1030957,2,Inactivos Totales
1030958,2,Inactivos Totales
1030959,1,Universitarios Estándar
1030962,2,Inactivos Totales
1030963,5,Jóvenes Activos Básicos
1030965,2,Inactivos Totales
1030966,2,Inactivos Totales
1030968,2,Inactivos Totales
1030969,1,Universitarios Estándar
1030970,2,Inactivos Totales
1030971,1,Universitarios Estándar
1030972,2,Inactivos Totales
1030973,1,Universitarios Estándar
1030974,2,Inactivos Totales
1030975,2,Inactivos Totales
1030978,2,Inactivos Totales
1030979,1,Universitarios Estándar
1030980,5,Jóvenes Activos Básicos
1030981,2,Inactivos Totales
1030982,5,Jóvenes Activos Básicos
1030984,1,Universitarios Estándar
1030985,2,Inactivos Totales
1030986,4,Alto Valor Principal
1030987,8,Emergentes Premium
1030988,8,Emergentes Premium
1030989,2,Inactivos Totales
1030990,1,Universitarios Estándar
1030991,2,Inactivos Totales
1030992,8,Emergentes Premium
1030994,5,Jóvenes Activos Básicos
1030995,1,Universitarios Estándar
1030996,2,Inactivos Totales
1030997,2,Inactivos Totales
1030998,1,Universitarios Estándar
1030999,1,Universitarios Estándar
1031000,2,Inactivos Totales
1031001,5,Jóvenes Activos Básicos
1031002,5,Jóvenes Activos Básicos
1031004,1,Universitarios Estándar
1031005,3,Profesionales Dormidos
1031006,2,Inactivos Totales
1031007,2,Inactivos Totales
1031008,2,Inactivos Totales
1031009,1,Universitarios Estándar
1031010,1,Universitarios Estándar
1031011,6,Alto Potencial Virgen
1031012,3,Profesionales Dormidos
1031013,6,Alto Potencial Virgen
1031014,1,Universitarios Estándar
1031015,2,Inactivos Totales
1031016,1,Universitarios Estándar
1031017,5,Jóvenes Activos Básicos
1031018,1,Universitarios Estándar
1031019,2,Inactivos Totales
1031022,2,Inactivos Totales
1031023,8,Emergentes Premium
1031024,1,Universitarios Estándar
1031025,2,Inactivos Totales
1031026,8,Emergentes Premium
1031028,2,Inactivos Totales
1031029,2,Inactivos Totales
1031030,1,Universitarios Estándar
1031032,1,Universitarios Estándar
1031033,2,Inactivos Totales
1031034,5,Jóvenes Activos Básicos
1031035,1,Universitarios Estándar
1031036,1,Universitarios Estándar
1031038,2,Inactivos Totales
1031039,5,Jóvenes Activos Básicos
1031041,3,Profesionales Dormidos
1031043,2,Inactivos Totales
1031044,1,Universitarios Estándar
1031045,2,Inactivos Totales
1031047,5,Jóvenes Activos Básicos
1031050,2,Inactivos Totales
1031052,5,Jóvenes Activos Básicos
1031054,2,Inactivos Totales
1031055,2,Inactivos Totales
1031056,1,Universitarios Estándar
1031057,3,Profesionales Dormidos
1031058,2,Inactivos Totales
1031059,5,Jóvenes Activos Básicos
1031060,2,Inactivos Totales
1031061,2,Inactivos Totales
1031063,2,Inactivos Totales
1031064,2,Inactivos Totales
1031065,2,Inactivos Totales
1031066,1,Universitarios Estándar
1031067,2,Inactivos Totales
1031068,2,Inactivos Totales
1031069,4,Alto Valor Principal
1031070,2,Inactivos Totales
1031071,1,Universitarios Estándar
1031072,5,Jóvenes Activos Básicos
1031073,2,Inactivos Totales
1031074,2,Inactivos Totales
1031075,2,Inactivos Totales
1031076,8,Emergentes Premium
1031078,8,Emergentes Premium
1031079,1,Universitarios Estándar
1031080,2,Inactivos Totales
1031081,2,Inactivos Totales
1031082,5,Jóvenes Activos Básicos
1031084,1,Universitarios Estándar
1031085,2,Inactivos Totales
1031086,5,Jóvenes Activos Básicos
1031087,8,Emergentes Premium
1031088,1,Universitarios Estándar
1031089,5,Jóvenes Activos Básicos
1031091,2,Inactivos Totales
1031092,1,Universitarios Estándar
1031093,1,Universitarios Estándar
1031094,8,Emergentes Premium
