pk_cid,cluster_name
1001714,Particulares Premium Digitales
1001715,Particulares Premium Digitales
1001716,Particulares Premium Digitales
1001719,Particulares sin cuenta
1001721,Particulares Premium Digitales
1001722,Particulares sin cuenta
1001723,Particulares sin cuenta
1001724,Particulares Premium Digitales
1001725,Particulares Premium Digitales
1001726,Particulares Premium Digitales
1001735,Particulares sin cuenta
1001736,Particulares sin cuenta
1001738,Particulares Premium Digitales
1001740,Particulares sin cuenta
1001742,Particulares Premium Digitales
1001744,Particulares sin cuenta
1001749,Particulares Premium Digitales
1001750,Particulares Premium Digitales
1001751,Particulares Premium Digitales
1001752,Particulares sin cuenta
1001753,Particulares Premium Digitales
1001755,Jóvenes Potenciales
1001759,Jóvenes Recientes
1001760,Jóvenes Potenciales
1001761,Jóvenes Potenciales
1001763,Particulares Premium Digitales
1001767,Particulares sin cuenta
1001769,Jóvenes Potenciales
1001770,Particulares Premium Digitales
1001774,Jóvenes Potenciales
1001775,Jóvenes Potenciales
1001776,Particulares Premium Digitales
1001777,Particulares Premium Digitales
1001780,Jóvenes Potenciales
1001781,Particulares Premium Digitales
1001782,Particulares Premium Digitales
1001785,Jóvenes Potenciales
1001786,Jóvenes Potenciales
1001787,Leads Jóvenes
1001788,Particulares Premium Digitales
1001790,Particulares Premium Digitales
1001792,Particulares Premium Digitales
1001795,Particulares sin cuenta
1001796,Jóvenes Potenciales
1001797,Particulares Premium Digitales
1001798,Particulares Premium Digitales
1001799,Particulares sin cuenta
1001802,Particulares Premium Digitales
1001804,Particulares Premium Digitales
1001805,Jóvenes Potenciales
1001807,Particulares sin cuenta
1001808,Particulares Premium Digitales
1001812,Particulares sin cuenta
1001816,Particulares Premium Digitales
1001822,Particulares Premium Digitales
1001825,Particulares sin cuenta
1001828,Jóvenes Potenciales
1001829,Particulares Premium Digitales
1001830,Particulares sin cuenta
1001831,Jóvenes Potenciales
1001833,Particulares sin cuenta
1001835,Particulares sin cuenta
1001836,Particulares Premium Digitales
1001841,Particulares Premium Digitales
1001844,Particulares sin cuenta
1001845,Jóvenes Recientes
1001847,Particulares sin cuenta
1001848,Particulares Premium Digitales
1001849,Particulares sin cuenta
1001850,Jóvenes Básicos Activos
1001851,Particulares Premium Digitales
1001853,Particulares Premium Digitales
1001854,Jóvenes Potenciales
1001856,Particulares Premium Digitales
1001858,Particulares sin cuenta
1001860,Particulares sin cuenta
1001861,Particulares sin cuenta
1001862,Jóvenes Potenciales
1001863,Particulares Premium Digitales
1001864,Particulares Premium Digitales
1001865,Particulares Premium Digitales
1001867,Particulares Premium Digitales
1001868,Particulares sin cuenta
1001869,Particulares Premium Digitales
1001870,Particulares sin cuenta
1001871,Jóvenes Básicos Activos
1001872,Particulares Premium Digitales
1001874,Particulares sin cuenta
1001875,Particulares Premium Digitales
1001876,Particulares Premium Digitales
1001877,Particulares sin cuenta
1001878,Particulares sin cuenta
1001879,Particulares Premium Digitales
1001881,Leads Jóvenes
1001883,Particulares Premium Digitales
1001885,Particulares Premium Digitales
1001887,Particulares Premium Digitales
1001890,Particulares Premium Digitales
1001891,Particulares sin cuenta
1001892,Particulares Premium Digitales
1001893,Particulares Premium Digitales
1001894,Particulares sin cuenta
1001895,Particulares Premium Digitales
1001896,Particulares Premium Digitales
1001898,Particulares sin cuenta
1001899,Particulares Premium Digitales
1001900,Particulares sin cuenta
1001901,Particulares Premium Digitales
1001902,Particulares Premium Digitales
1001904,Particulares sin cuenta
1001908,Jóvenes Potenciales
1001910,Particulares sin cuenta
1001915,Particulares sin cuenta
1001917,Particulares Premium Digitales
1001918,Particulares sin cuenta
1001920,Particulares sin cuenta
1001921,Particulares Premium Digitales
1001924,Particulares Premium Digitales
1001925,Particulares Premium Digitales
1001928,Particulares sin cuenta
1001932,Particulares Premium Digitales
1001935,Particulares Premium Digitales
1001936,Particulares Premium Digitales
1001937,Jóvenes Potenciales
1001938,Particulares Premium Digitales
1001939,Particulares sin cuenta
1001940,Particulares sin cuenta
1001942,Particulares Premium Digitales
1001943,Particulares Premium Digitales
1001944,Particulares sin cuenta
1001945,Jóvenes Recientes
1001946,Particulares Premium Digitales
1001947,Particulares sin cuenta
1001948,Particulares sin cuenta
1001949,Jóvenes Básicos Activos
1001951,Particulares sin cuenta
1001952,Particulares sin cuenta
1001953,Particulares Premium Digitales
1001954,Particulares sin cuenta
1001955,Particulares Premium Digitales
1001957,Particulares sin cuenta
1001958,Particulares Premium Digitales
1001960,Particulares Premium Digitales
1001961,Particulares sin cuenta
1001963,Particulares sin cuenta
1001964,Particulares Premium Digitales
1001965,Particulares Premium Digitales
1001966,Particulares Premium Digitales
1001967,Particulares sin cuenta
1001968,Particulares sin cuenta
1001970,Particulares Premium Digitales
1001971,Particulares sin cuenta
1001972,Particulares sin cuenta
1001973,Particulares sin cuenta
1001974,Jóvenes Básicos Activos
1001975,Particulares Premium Digitales
1001976,Particulares sin cuenta
1001977,Jóvenes Recientes
1001978,Particulares Premium Digitales
1001979,Particulares sin cuenta
1001980,Particulares sin cuenta
1001981,Particulares sin cuenta
1001982,Particulares sin cuenta
1001984,Jóvenes Básicos Activos
1001985,Particulares sin cuenta
1001986,Particulares Premium Digitales
1001987,Particulares Premium Digitales
1001988,Particulares Premium Digitales
1001989,Particulares Premium Digitales
1001992,Particulares sin cuenta
1001994,Particulares sin cuenta
1001995,Particulares sin cuenta
1001996,Particulares Premium Digitales
1001997,Particulares sin cuenta
1001999,Particulares Premium Digitales
1002000,Particulares Premium Digitales
1002001,Jóvenes Potenciales
1002002,Particulares sin cuenta
1002005,Jóvenes Potenciales
1002008,Jóvenes Potenciales
1002011,Particulares Premium Digitales
1002012,Jóvenes Potenciales
1002013,Particulares Premium Digitales
1002014,Jóvenes Recientes
1002016,Jóvenes Recientes
1002017,Jóvenes Recientes
1002020,Particulares Premium Digitales
1002023,Jóvenes Recientes
1002025,Jóvenes Recientes
1002026,Jóvenes Recientes
1002028,Jóvenes Recientes
1002029,Jóvenes Potenciales
1002030,Particulares Premium Digitales
1002032,Particulares Premium Digitales
1002034,Particulares sin cuenta
1002035,Particulares Premium Digitales
1002037,Particulares sin cuenta
1002038,Particulares sin cuenta
1002039,Jóvenes Potenciales
1002040,Particulares sin cuenta
1002043,Particulares Premium Digitales
1002046,Particulares Premium Digitales
1002048,Particulares Premium Digitales
1002049,Particulares Premium Digitales
1002050,Jóvenes Potenciales
1002051,Jóvenes Potenciales
1002052,Leads Jóvenes
1002053,Jóvenes Recientes
1002055,Particulares Premium Digitales
1002057,Particulares sin cuenta
1002059,Particulares sin cuenta
1002060,Jóvenes Básicos Activos
1002061,Particulares Premium Digitales
1002062,Particulares sin cuenta
1002063,Particulares sin cuenta
1002064,Particulares Premium Digitales
1002067,Particulares Premium Digitales
1002071,Particulares Premium Digitales
1002072,Particulares sin cuenta
1002073,Particulares Premium Digitales
1002075,Particulares Premium Digitales
1002078,Particulares Premium Digitales
1002080,Particulares sin cuenta
1002081,Particulares sin cuenta
1002083,Particulares Premium Digitales
1002088,Particulares sin cuenta
1002089,Particulares Premium Digitales
1002091,Particulares sin cuenta
1002092,Particulares Premium Digitales
1002093,Particulares sin cuenta
1002094,Jóvenes Básicos Activos
1002095,Particulares sin cuenta
1002096,Particulares Premium Digitales
1002097,Particulares Premium Digitales
1002099,Jóvenes Básicos Activos
1002100,Particulares Premium Digitales
1002101,Particulares sin cuenta
1002104,Particulares sin cuenta
1002107,Particulares sin cuenta
1002108,Particulares sin cuenta
1002114,Particulares Premium Digitales
1002115,Particulares Premium Digitales
1002116,Particulares sin cuenta
1002119,Particulares Premium Digitales
1002120,Particulares Premium Digitales
1002126,Particulares Premium Digitales
1002128,Particulares Premium Digitales
1002131,Particulares sin cuenta
1002132,Particulares Premium Digitales
1002133,Particulares Premium Digitales
1002134,Jóvenes Recientes
1002135,Particulares Premium Digitales
1002137,Particulares sin cuenta
1002138,Particulares Premium Digitales
1002139,Particulares Premium Digitales
1002140,Particulares sin cuenta
1002141,Particulares Premium Digitales
1002144,Particulares Premium Digitales
1002145,Particulares sin cuenta
1002146,Particulares Premium Digitales
1002147,Particulares Premium Digitales
1002150,Particulares Premium Digitales
1002151,Particulares sin cuenta
1002153,Particulares sin cuenta
1002156,Particulares sin cuenta
1002157,Particulares Premium Digitales
1002160,Jóvenes Básicos Activos
1002161,Jóvenes Potenciales
1002162,Particulares Premium Digitales
1002164,Jóvenes Potenciales
1002166,Particulares Premium Digitales
1002167,Particulares Premium Digitales
1002170,Jóvenes Potenciales
1002172,Leads Jóvenes
1002173,Particulares Premium Digitales
1002174,Jóvenes Potenciales
1002175,Jóvenes Recientes
1002176,Particulares Premium Digitales
1002177,Particulares Premium Digitales
1002178,Particulares sin cuenta
1002179,Jóvenes Potenciales
1002180,Jóvenes Potenciales
1002181,Particulares Premium Digitales
1002184,Jóvenes Potenciales
1002185,Particulares Premium Digitales
1002188,Jóvenes Potenciales
1002190,Jóvenes Potenciales
1002191,Particulares sin cuenta
1002195,Particulares Premium Digitales
1002198,Particulares Premium Digitales
1002199,Particulares Premium Digitales
1002200,Particulares Premium Digitales
1002204,Particulares sin cuenta
1002206,Particulares Premium Digitales
1002207,Particulares sin cuenta
1002208,Leads Jóvenes
1002209,Particulares sin cuenta
1002210,Particulares Premium Digitales
1002211,Particulares Premium Digitales
1002213,Particulares Premium Digitales
1002214,Particulares sin cuenta
1002215,Particulares Premium Digitales
1002216,Particulares Premium Digitales
1002217,Particulares sin cuenta
1002218,Jóvenes Potenciales
1002219,Particulares Premium Digitales
1002220,Particulares sin cuenta
1002221,Particulares sin cuenta
1002222,Particulares Premium Digitales
1002223,Particulares sin cuenta
1002224,Particulares sin cuenta
1002225,Particulares Premium Digitales
1002226,Particulares sin cuenta
1002227,Particulares Premium Digitales
1002228,Particulares Premium Digitales
1002229,Particulares sin cuenta
1002230,Particulares sin cuenta
1002233,Particulares Premium Digitales
1002234,Particulares Premium Digitales
1002235,Particulares sin cuenta
1002237,Jóvenes Recientes
1002238,Particulares sin cuenta
1002239,Particulares Premium Digitales
1002240,Particulares sin cuenta
1002241,Particulares sin cuenta
1002242,Particulares Premium Digitales
1002243,Particulares sin cuenta
1002245,Particulares Premium Digitales
1002248,Jóvenes Recientes
1002249,Jóvenes Recientes
1002251,Jóvenes Recientes
1002254,Particulares Premium Digitales
1002259,Particulares sin cuenta
1002260,Particulares sin cuenta
1002261,Particulares Premium Digitales
1002264,Jóvenes Recientes
1002266,Particulares Premium Digitales
1002267,Particulares sin cuenta
1002271,Particulares Premium Digitales
1002273,Particulares Premium Digitales
1002275,Particulares Premium Digitales
1002276,Particulares Premium Digitales
1002278,Particulares Premium Digitales
1002279,Particulares Premium Digitales
1002280,Particulares sin cuenta
1002282,Particulares Premium Digitales
1002283,Particulares Premium Digitales
1002284,Particulares Premium Digitales
1002286,Particulares sin cuenta
1002287,Particulares sin cuenta
1002288,Particulares sin cuenta
1002289,Particulares sin cuenta
1002290,Particulares sin cuenta
1002293,Particulares Premium Digitales
1002295,Particulares sin cuenta
1002297,Particulares sin cuenta
1002300,Particulares Premium Digitales
1002302,Particulares sin cuenta
1002305,Particulares Premium Digitales
1002306,Particulares sin cuenta
1002307,Jóvenes Potenciales
1002308,Particulares Premium Digitales
1002309,Particulares Premium Digitales
1002311,Particulares sin cuenta
1002312,Particulares sin cuenta
1002313,Particulares sin cuenta
1002314,Particulares sin cuenta
1002315,Particulares Premium Digitales
1002316,Particulares Premium Digitales
1002317,Particulares sin cuenta
1002319,Particulares sin cuenta
1002320,Jóvenes Potenciales
1002321,Particulares Premium Digitales
1002322,Particulares Premium Digitales
1002324,Particulares Premium Digitales
1002325,Particulares Premium Digitales
1002327,Particulares Premium Digitales
1002329,Particulares Premium Digitales
1002330,Particulares sin cuenta
1002332,Particulares Premium Digitales
1002333,Particulares Premium Digitales
1002336,Particulares Premium Digitales
1002337,Particulares Premium Digitales
1002338,Particulares Premium Digitales
1002339,Particulares Premium Digitales
1002340,Particulares Premium Digitales
1002344,Particulares Premium Digitales
1002345,Particulares Premium Digitales
1002347,Jóvenes Potenciales
1002348,Jóvenes Potenciales
1002349,Particulares Premium Digitales
1002351,Jóvenes Básicos Activos
1002352,Particulares Premium Digitales
1002353,Particulares Premium Digitales
1002355,Particulares Premium Digitales
1002357,Particulares Premium Digitales
1002358,Particulares Premium Digitales
1002359,Particulares Premium Digitales
1002360,Particulares Premium Digitales
1002363,Particulares Premium Digitales
1002364,Particulares sin cuenta
1002365,Particulares Premium Digitales
1002366,Leads Jóvenes
1002368,Particulares Premium Digitales
1002369,Particulares sin cuenta
1002371,Jóvenes Básicos Activos
1002372,Particulares sin cuenta
1002374,Particulares sin cuenta
